id,new_keyword,old_keyword
15103,nitric oxide synthase,nitric oxide synthase
14868,nitrite,nitrite
14868,nitrite,nitrites
9606,nitroglycerin,nitroglycerin
15307,nitroglycerin-mediated vasodilation,nitroglycerin-mediated vasodilation
15393,nitrosative stress,nitrosative stress
9607,niv,niv
9608,nk osa appliance,nk osa appliance
9609,n-methyl-d-aspartate,nmda
9609,n-methyl-d-aspartate,n-methyl- d -aspartate
9609,n-methyl-d-aspartate,n-methyl-d-aspartate
9610,n-methyl-d-aspartate receptor,nmda receptors
9614,no difference in abnormal pneumogram,no difference in abnormal pneumograms
9616,noctural myoclonus syndrome,noctural myoclonus syndrome
9617,nocturia,nocturia
9618,nocturnal,nocturnal
9619,nocturnal angina,nocturnal angina
9620,nocturnal anxiety,nocturnal anxiety
9621,nocturnal apneagraph,nocturnal apneagraph
9622,nocturnal arousal,nocturnal arousal
9622,nocturnal arousal,nocturnal arousals
9623,nocturnal arrhythmia,nocturnal arrhythmias
9624,nocturnal asthma,nocturnal asthma
9625,nocturnal awakening,nocturnal awakening
9626,nocturnal blood pressure,nocturnal blood pressure
9627,nocturnal blood pressure dipping,nocturnal blood pressure dipping
15608,nocturnal blood pressure fall,nocturnal blood pressure fall
9628,nocturnal bradyarrhythmia,nocturnal bradyarrhythmias
9629,nocturnal breathing disorder,nocturnal breathing disorders
9630,nocturnal bronchial obstruction,nocturnal bronchial obstruction
9631,nocturnal cardiorespiratory monitoring,nocturnal cardiorespiratory monitoring
9632,nocturnal cough,nocturnal cough
9633,nocturnal desaturation,nocturnal desaturation
9634,nocturnal dipping,nocturnal dipping
9635,nocturnal disturbance,nocturnal disturbance
9636,nocturnal dyspnea,nocturnal dyspnea
9637,nocturnal eating syndrome,nocturnal eating syndrome
15426,nocturnal enuresis,nocturnal enuresis
14106,nocturnal epilepsy,nocturnal epilepsy
9638,nocturnal episodic phenomenon,nocturnal episodic phenomenon
9639,nocturnal event,nocturnal events
9640,nocturnal falls of adiponectin,nocturnal falls of adiponectin
14634,nocturnal frontal lobe epilepsy,nocturnal frontal lobe epilepsy
14634,nocturnal frontal lobe epilepsy,nfle
9641,nocturnal groaning,nocturnal groaning
9642,nocturnal haemodialysis,nocturnal haemodialysis
14284,nocturnal hemodialysis,nocturnal hemodialysis
9643,nocturnal home oximetry,nocturnal home oximetry
9644,nocturnal hypercapnia,nocturnal hypercapnia
9645,nocturnal hypertension,nocturnal hypertension
9646,nocturnal hypoglycemia,nocturnal hypoglycemia
9647,nocturnal hypotension,nocturnal hypotension
9648,nocturnal hypoventilation,nocturnal hypoventilation
9649,nocturnal hypoxaemia,nocturnal hypoxaemia
9650,nocturnal hypoxemia,nocturnal hypoxemia
9651,nocturnal hypoxia,nocturnal hypoxia
9652,nocturnal hypoxia index,nocturnal hypoxia index
9653,nocturnal insomnia symptoms,nocturnal insomnia symptoms
13941,nocturnal intermittent hypoxi,nocturnal intermittent hypoxia
9654,nocturnal mechanical ventilation,nocturnal mechanical ventilation
9655,nocturnal micturition,nocturnal micturition
9656,nocturnal myocardial ischemia,nocturnal myocardial ischemia
9657,nocturnal myoclonus,nocturnal myoclonus
9658,nocturnal myoclonus syndrome,nocturnal myoclonus syndrome
9659,nocturnal natriuretic diuresis,nocturnal natriuretic diuresis
9660,nocturnal noninvasive ventilation at home,nocturnal noninvasive ventilation at home
9661,nocturnal obstructive sleep apnea syndrome,nocturnal obstructive sleep apnea syndrome
9662,nocturnal oximetry,nocturnal oximetry
9663,nocturnal oxygen desaturation,nocturnal oxygen desaturation
9664,nocturnal oxygen saturation,nocturnal oxygen saturation
9664,nocturnal oxygen saturation,nocturnal oxygen saturations
9665,nocturnal oxygen therapy,nocturnal oxygen therapy
9666,nocturnal oxyhemoglobin desaturation,nocturnal oxyhemoglobin desaturation
9667,nocturnal oxymetry,nocturnal oxymetry
9668,nocturnal pacoinf2/inf,nocturnal pacoinf2/inf
9669,nocturnal panic,nocturnal panic
9670,nocturnal panic attack,nocturnal panic attack
9670,nocturnal panic attack,nocturnal panic attacks
9671,nocturnal penile tumescence,nocturnal penile tumescence
9672,nocturnal periodic breathing,nocturnal periodic breathing
14040,nocturnal periodic hypoventilation,nocturnal periodic hypoventilation
9673,nocturnal polygraphic monitoring,nocturnal polygraphic monitoring
9674,nocturnal polygraphy,nocturnal polygraphy
9675,nocturnal polysomnography,nocturnal polysomnography
15432,nocturnal polyuria,nocturnal polyuria
9676,nocturnal positive pressure therapy,nocturnal positive pressure therapy
9677,nocturnal pulmonary hypertension,nocturnal pulmonary hypertension
9678,nocturnal pulse oximetry,nocturnal pulse oximetry
9678,nocturnal pulse oximetry,nocturnal pulse oxymetry
15348,nocturnal respiration,nocturnal respiration
9679,nocturnal respiratory event,nocturnal respiratory events
9680,nocturnal seizure,nocturnal seizure
9680,nocturnal seizure,nocturnal seizures
9681,nocturnal sleep registration,nocturnal sleep registration
9682,nocturnal soremp,nocturnal soremp
14612,nocturnal sudden cardiac death,nocturnal sudden cardiac death
9683,nocturnal swallowing,nocturnal swallowing
9684,nocturnal trend,nocturnal trend
9685,nocturnal ventilation,nocturnal ventilation
14214,nocturnal ventilator support,nocturnal ventilator support
9686,nocturnal ventilatory monitoring,nocturnal ventilatory monitoring
9687,nocturnal ventilatory support,nocturnal ventilatory support
9688,nocturnal vocalization,nocturnal vocalization
9689,nocturnal voiding,nocturnal voiding
9690,nocturnal wandering,nocturnal wandering
9691,nodose ganglia,nodose ganglia
9692,nodose ganglion,nodose ganglion
14452,noguchi classification,noguchi classification
9693,noise,noise
9694,noise contribution ratio,noise contribution ratio
9695,noise-robust linear prediction technique,noise-robust linear prediction technique
9696,nomenclature,nomenclature
9697,nomogram,nomogram
9230,non alcoholic fatty liver disease,non alcoholic fatty liver disease
9230,non alcoholic fatty liver disease,nafld
14152,non invasive blood pressure measurement,non invasive blood pressure measurement
14778,non invasive ventilation,non invasive ventilation
9698,non obstructive,non obstructive
14480,non pap therapy,non pap therapy
9700,non respiratory sleep disorders,non respiratory sleep disorders
14247,non- responder,non- responders
9701,non steroidal anti-inflammatory drug,non steroidal anti-inflammatory drugs
15053,non-alcoholic,nonalcoholic
15053,non-alcoholic,non-alcoholic
9702,non-alcoholic fatty liver,non-alcoholic fatty liver
14089,nonalcoholic fatty liver disease,nonalcoholic fatty liver disease
14090,non-alcoholic fatty liver disease,non-alcoholic fatty liver disease
9703,non-alcoholic fatty pancreatic disease,non-alcoholic fatty pancreatic disease
9704,non-alcoholic steatohepatitis,nonalcoholic steatohepatitis
9704,non-alcoholic steatohepatitis,non-alcoholic steatohepatitis
9704,non-alcoholic steatohepatitis,non-alcoholic steatohepatosis
9705,non-allergic disease,non-allergic disease
9706,non-allergic rhinitis,nonallergic rhinitis
9707,non-allergic rhinitis with eosinophilia syndrome,non-allergic rhinitis with eosinophilia syndrome
9708,non-apnea sleep disorder,nonapnea sleep disorder
9708,non-apnea sleep disorder,non-apnea sleep disorder
9709,non-apneic respiratory event,non-apneic respiratory events
9710,non-apneic snoring,nonapneic snoring
9710,non-apneic snoring,non-apnoeic snoring
9711,non-arteritic anterior ischaemic optic neuropathy,non-arteritic anterior ischaemic optic neuropathy
9711,non-arteritic anterior ischaemic optic neuropathy,nonarteritic anterior ischemic optic neuropathy
9711,non-arteritic anterior ischaemic optic neuropathy,non-arteritic anterior ischemic optic neuropathy
15379,non-arteritic ischemic optic neuropathy,nonarteritic ischemic optic neuropathy
9712,non-arteritic posterior optic neuropathy,nonarteritic posterior optic neuropathy
15349,non-benzodiazepine,nonbenzodiazepine
15349,non-benzodiazepine,nonbenzodiazepines
14990,non-benzodiazepine gaba receptor agonists,non-benzodiazepine gaba receptor agonists
9713,non-cancer pain,noncancer pain
9714,non-cardiac surgery,noncardiac surgery
9714,non-cardiac surgery,non-cardiac surgery
14402,non-cardiovascular population,noncardiovascular population
9715,non-compliance,noncompliance
9716,non-contact measurement,non-contact measurement
9717,non-contact monitoring,noncontact monitoring
9717,non-contact monitoring,non-contact monitoring
14484,non-contact screening system,non-contact screening system
9718,non-contact sensor,non-contact sensors
14971,non-contacting,non-contacting
9720,non-continuous positive airway pressure treatment of sleep apnea,non-cpap treatment of sleep apnea
9719,non-contrast-enhanced mr angiography,non-contrast-enhanced mr angiography
9721,non-declarative memory,nondeclarative memory
15067,non-diabetic men,non-diabetic men
9722,non-dialysis ckd,non-dialysis ckd
9723,non-dipper,nondipper
9723,non-dipper,non-dipper
9723,non-dipper,nondippers
13962,non-dipping,nondipping
13962,non-dipping,non-dipping
9724,non-dreamer,non-dreamers
9725,non-dyautonomic orthostatic hypotension,non-dyautonomic orthostatic hypotension
9726,non-epileptic,nonepileptic
9727,non-farm,nonfarm
9728,non-fasting,non-fasting
14767,non-fatal cardiovascular event,non-fatal cardiovascular events
9729,non-heated humidification,non-heated humidification
14891,non-hispanic black,non-hispanic blacks
15399,non-insulin-dependent,non-insulin-dependent
14383,non-intubated,non-intubated
14598,non-invasive,noninvasive
14598,non-invasive,non-invasive
9730,non-invasive assessment,non-invasive assessment
9731,non-invasive classification,noninvasive classification
9732,non-invasive continuous positive airway pressure therapy,non-invasive continuous positive airway pressure therapy
9733,non-invasive diagnosis,non-invasive diagnosis
9734,non-invasive indexe,noninvasive indexes
14888,non-invasive mechanical ventilation,noninvasive mechanical ventilation
14888,non-invasive mechanical ventilation,non-invasive mechanical ventilation
9735,non-invasive mechanical ventilation therapy,non-invasive mechanical ventilation therapy
15483,non-invasive monitoring,noninvasive monitoring
15483,non-invasive monitoring,non-invasive monitoring
9736,non-invasive monitoring device,non-invasive monitoring device
9737,noninvasive monitoring during sleep,noninvasive monitoring during sleep
9738,non-invasive positive pressure ventilation,noninvasive positive pressure ventilation
9738,non-invasive positive pressure ventilation,non-invasive positive pressure ventilation
9738,non-invasive positive pressure ventilation,non-invasive positive ventilation
9738,non-invasive positive pressure ventilation,non-invasive positive-pressure ventilation
9738,non-invasive positive pressure ventilation,noninvasive positive-pressure ventilation
9738,non-invasive positive pressure ventilation,noninvasive pressure preset ventilation
9738,non-invasive positive pressure ventilation,nppv
9739,non-invasive positive pressure ventilator,noninvasive positive pressure ventilators
14784,non-invasive recording,noninvasive recording
14079,non-invasive respiratory monitoring,noninvasive respiratory monitoring
9740,non-invasive sensor,noninvasive sensor
9741,non-invasive sleep apnea,noninvasive sleep apnea
9742,non-invasive system,non-invasive system
9743,non-invasive therapy,non-invasive therapy
9744,non-invasive ventilation,noninvasive ventilation
9744,non-invasive ventilation,non-invasive ventilation
9744,non-invasive ventilation,noninvasive ventilatory support
9745,non-invasive ventilation measurement,non-invasive ventilation measurement
9746,non-invasive ventilator,noninvasive ventilator
9746,non-invasive ventilator,non-invasive ventilator
9747,non-invasive ventilatory correction,noninvasive ventilatory correction
14768,non-invasive ventilatory treatment,non-invasive ventilatory treatment
9748,non-laboratory monitoring,nonlaboratory monitoring
9749,nonlinear,nonlinear
9750,nonlinear analysis,nonlinear analysis
9750,nonlinear analysis,non-linear analysis
14507,nonlinear dynamics,nonlinear dynamics
14507,nonlinear dynamics,non-linear dynamics
15228,nonlinear dynamics prediction,nonlinear dynamics prediction
9751,nonlinear energy operator,nonlinear energy operator
14435,nonlinear filtering,nonlinear filtering
9752,nonlinear method,nonlinear methods
9753,nonlinear modelling,non-linear modelling
9754,nonlinear prediction,nonlinear prediction
9755,nonlinear processing,nonlinear processing
9756,nonlinear property,nonlinear properties
9757,nonlinear signal processing,nonlinear signal processing
9758,nonlinear system identification,nonlinear system identification
9759,non-linearity,non-linearity
14234,non-medical treatment,non-medical treatment
9760,non-mhc genes,non-mhc genes
9761,non-motor symptom,nonmotor symptoms
