old_keyword,new_keyword,id
ketoacyl reductase,ketoacyl reductase,5828
ketogenesis,ketogenesis,5829
ketogenic diet,ketogenic diet,5830
ketones,ketone,5831
ketone bodies,ketone body,5832
ketosis,ketosis,5833
key words,key words,5834
key words depression,key words depression,5835
keyboard ergonomics,keyboard ergonomic,5836
kidmed index,kidmed index,5837
kidney,kidney,5838
kidney calculi,kidney calculi,5839
kidney cancer,kidney cancer,5840
kidney disease,kidney disease,5841
kidney dysfunction,kidney dysfunction,5842
kidney early evaluation program,kidney early evaluation program,5843
kidney function,kidney function,5844
kidney neoplasms,kidney neoplasms,5845
kidney transplant,kidney transplant,5846
kidney transplantation,kidney transplantation,5847
kiggs,kiggs,5848
kiggs study,kiggs study,5849
kilocalories,kilocalory,5850
kimchi,kimchi,5851
kinase,kinase,5852
kinase inhibitor,kinase inhibitor,5853
kindergarten,kindergarten,5854
kinematic data collection,kinematic data collection,5855
kinematics,kinematics,5856
kinetics,kinetic,5857
kinetic study,kinetic study,5858
kir channels,kir channels,5859
kir3,kir3,5860
kir62,kir62,5861
kisspeptin,kisspeptin,5862
kkay mice,kkay mice,5863
klaks program,klaks program,5864
kleinman,kleinman,5865
#NAME?,klotho,5866
k-nearest neighbor,k-nearest neighbor,5867
knee,knee,5868
knee arthroplasty,knee arthroplasty,5869
knee injury,knee injury,5870
knee joint,knee joint,5871
knee joint force,knee joint force,5872
knee oa,knee osteoarthritis,5873
knee osteoarthritis,knee osteoarthritis,5873
knee pain,knee pain,5874
knee prostheses,knee prostheses,5875
knee radiography,knee radiography,5876
knee replacement,knee replacement,5877
knhanes,knhanes,5878
knockin,knockin,5879
knockout,knockout,5880
knock-out,knockout,5880
knockout mice,knockout mice,5881
knowledge,knowledge,5882
knowledge translation,knowledge translation,5883
knowledge translation and dissemination,knowledge translation and dissemination,5884
knowledge-based infrastructure,knowledge-based infrastructure,5885
kochujang,kochujang,5886
korea,korea,5887
korea bapsang,korea bapsang,5888
korea red pepper sauce,korea red pepper sauce,5889
korean,korean,5890
korean adolescents,korean adolescent,5891
korean adults,korean adult,5892
korean dietary pattern,korean dietary pattern,5893
korean fermented soy products,korean fermented soy product,5894
korean immigrants,korean immigrants,5895
korean red ginseng,korean red ginseng,5896
korean soybean paste,korean soybean paste,5897
koreans,koreans,5898
krebs cycle,krebs cycle,5899
krill oil,krill oil,5900
krppel-like factor,krppel-like factor,5901
kupffer cells,kupffer cell,5902
kv channels,kv channel,5903
kynurenine,kynurenine,5904
lab13,lab13,5905
labeling,labeling,5906
labor,labor,5907
labrador,labrador,5908
labrador retriever dogs,labrador retriever dog,5909
laccase,laccase,5910
lact scanation,lact scanation,5911
lactate,lactate,5912
lactate dehydrogenase,lactate dehydrogenase,5913
lactation,lactation,5914
lacto-5,lacto-5,5915
lactobacilli,lactobacillus,5916
lactobacillus,lactobacillus,5916
lactobacillus brevis ok56,lactobacillus brevis ok56,5917
lactobacillus casei strain shirota,lactobacillus casei strain shirota,5918
lactobacillus plantarum,lactobacillus plantarum,5919
lactobacillus reuteri,lactobacillus reuteri,5920
lactobacillus reuteri gmnl-263,lactobacillus reuteri gmnl-263,5921
lactobacillus rhamnosus gg,lactobacillus rhamnosus gg,5922
lactuca raddeana,lactuca raddeana,5923
lactuca scariola,lactuca scariola,5924
lacunar infarction,lacunar infarction,5925
lacunar stroke,lacunar stroke,5926
lagbing,lagbing,5927
lagbinging,lagbinging,5928
lagbinging surgery,lagbinging surgery,5929
laminitis,laminitis,5930
land use,land use,5931
language,language,5932
lansoprazole,lansoprazole,5933
lap band,lap band,5934
laparoscopic,laparoscopic,5935
laparoscopic adjustable gastric band,laparoscopic adjustable gastric banding,5936
laparoscopic adjustable gastric banding,laparoscopic adjustable gastric banding,5936
laparoscopic adjustable gastric bypass,laparoscopic adjustable gastric banding,5936
laparoscopic gastric band,laparoscopic adjustable gastric banding,5936
laparoscopic gastric banding,laparoscopic adjustable gastric banding,5936
laparoscopic gastric bypass,laparoscopic adjustable gastric banding,5936
lagb,laparoscopic adjustable gastric banding,5936
laparoscopic adrenalect scanomy,laparoscopic adrenalect scanomy,5937
laparoscopic bariatric surgery,laparoscopic bariatric surgery,5938
laparoscopic cholecystectomy,laparoscopic cholecystectomy,5939
laparoscopic colectomy,laparoscopic colectomy,5940
laparoscopic emergency surgery,laparoscopic emergency surgery,5941
laparoscopic gastrectomy,laparoscopic gastrectomy,5942
laparoscopic gastric bypass surgery,laparoscopic gastric bypass surgery,5943
laparoscopic mini gastric bypass,laparoscopic mini gastric bypass,5944
laparoscopic one anastomosis gastric bypass,laparoscopic one anastomosis gastric bypass,5945
laparoscopic ovarian drilling,laparoscopic ovarian drilling,5946
laparoscopic repair,laparoscopic repair,5947
laparoscopic roux-en-y,laparoscopic roux-en-y,5948
laparoscopic roux-en-y gastric bypass,laparoscopic roux-en-y gastric bypass,5949
laparoscopic rygb,laparoscopic roux-en-y gastric bypass,5949
lrygb,laparoscopic roux-en-y gastric bypass,5949
laparoscopic sleeve gastrect scanomy,laparoscopic sleeve gastrect scanomy,5950
laparoscopic sleeve gastrectomy,laparoscopic sleeve gastrectomy,5951
lsg,laparoscopic sleeve gastrectomy,5951
laparoscopic surgery,laparoscopic surgery,5952
laparoscopic treatment,laparoscopic treatment,5953
laparoscopy,laparoscopy,5954
laparotomy,laparotomy,5955
lapband,lapband,5956
lap-band,lapband,5956
laplace law,laplace law,5957
l-arabinose,l-arabinose,5958
lard,lard,5959
large for gestational age,large for gestational age,5960
large-for-gestational age,large for gestational age,5960
large-scale,large-scale,5961
l-arginine,l-arginine,5962
laron syndrome,laron syndrome,5963
larval nutrition,larval nutrition,5964
laryngitis,laryngitis,5965
laryngoscopy,laryngoscopy,5966
laser acupuncture,laser acupuncture,5967
laser doppler flowmetry,laser doppler flowmetry,5968
late complications,late complication,5969
late effects,late effects,5970
late-life depression,late-life depression,5971
latent autoimmune diabetes in adults,latent autoimmune diabetes in adults,5972
lada,latent autoimmune diabetes in adults,5972
latent class,latent class,5973
latent class analysis,latent class analysis,5974
latent class growth analysis,latent class growth analysis,5975
latent class model,latent class model,5976
latent endoribonuclease,latent endoribonuclease,5977
latent profile analysis,latent profile analysis,5978
late-onset hypogonadism,late-onset hypogonadism,5979
lha,lateral hypothalamic area,5980
lateral hypothalamus,lateral hypothalamus,5981
latex allergy,latex allergy,5982
lathosterol,lathosterol,5983
latin america,latin america,5984
latina,latino,5985
latinas,latino,5985
latino,latino,5985
latinos,latino,5985
latino children,latino children,5986
latino health,latino health,5987
law,law,5988
laxatives,laxatives,5989
layer,layer,5990
l-carnitine,l-carnitine,5991
lcat,lcat,5992
l-cell,l-cell,5993
lc-ms/ms,lc-ms/ms,5994
lead,lead,5995
lead poisoning,lead poisoning,5996
leak,leak,5997
leakage,leakage,5998
leakages,leakage,5998
lean,lean,5999
lean body mass,lean body mass,6000
lean mass,lean mass,6001
lean pigs,lean pigs,6002
lean tissue mass,lean tissue mass,6003
lean tissue mass index,lean tissue mass index,6004
leanness,leanness,6005
learning,learning,6006
learning and memory,learning and memory,6007
learning curve,learning curve,6008
lebanon,lebanon,6009
lectin,lectin,6010
left atrial volume,left atrial volume,6011
left atrium,left atrium,6012
left ventricle,left ventricle,6013
left ventricular,left ventricular,6014
left ventricular assist device,left ventricular assist device,6015
left ventricular diastolic dysfunction,left ventricular diastolic dysfunction,6016
left ventricular diastolic function,left ventricular diastolic function,6017
left ventricular dysfunction,left ventricular dysfunction,6018
left ventricular function,left ventricular function,6019
left ventricular geometry,left ventricular geometry,6020
left ventricular hypertrophy,left ventricular hypertrophy,6021
left ventricular mass,left ventricular mass,6022
left ventricular mass index,left ventricular mass index,6023
left ventricular systolic function,left ventricular systolic function,6024
left-ventricular hypertrophy,left-ventricular hypertrophy,6025
leg length,leg length,6026
leg press,leg press,6027
legacy,legacy,6028
legislation,legislation,6029
legitimacy,legitimacy,6030
legumes,legumes,6031
leiomyoma,leiomyoma,6032
leisure,leisure,6033
leisure activities,leisure activity,6034
leisure activity,leisure activity,6034
leisure experiences,leisure experience,6035
leisure time,leisure time,6036
leisure-time,leisure time,6036
leisure-time physical activity,leisure time physical activity,6037
leisure time physical activity,leisure time physical activity,6037
length of residence,length of residence,6038
length of stay,length of stay,6039
length of stay in the us,length of stay in the us,6040
lentils,lentils,6041
leprosy,leprosy,6042
leptin,leptin,6043
leptin antagonist,leptin antagonist,6044
leptin deficiency,leptin deficiency,6045
leptin expression,leptin expression,6046
leptin gene,leptin gene,6047
leptin mrna,leptin mrna,6048
leptin receptor,leptin receptor,6049
leptin resistance,leptin resistance,6050
leptin sensitivity,leptin sensitivity,6051
leptin signaling,leptin signaling,6052
leptin-adiponectin-ghrelin axis,leptin-adiponectin-ghrelin axis,6053
leptin-deficient mice,leptin-deficient mice,6054
leptin-related peptides,leptin-related peptides,6055
lesion,lesion,6056
let move,let move,6057
leucine,leucine,6058
leukemia,leukemia,6059
leukemia inhibitory factor,leukemia inhibitory factor,6060
leukocyte,leukocyte,6061
leukocyte telomere length,leukocyte telomere length,6062
leukocytes,leukocytes,6063
leukopenia,leukopenia,6064
leukotrienes,leukotriene,6065
levetiracetam,levetiracetam,6066
leydig cells,leydig cell,6067
lg839,lg839,6068
lga,lga,6069
liberating effect,liberating effect,6070
libertarian paternalism,libertarian paternalism,6071
libido,libido,6072
licking microstructure,licking microstructure,6073
licorice,licorice,6074
lidocaine,lidocaine,6075
life course,life course,6076
life course epidemiology,life course epidemiology,6077
life events,life event,6078
life expectancy,life expectancy,6079
life habits,life habit,6080
life satisfaction,life satisfaction,6081
life style modification,life style modification,6082
life years gained,life years gained,6083
lifecourse,lifecourse,6084
lifelong participation,lifelong participation,6085
lifespan,lifespan,6086
life span,lifespan,6086
life style,lifestyle,6087
life styles,lifestyle,6087
lifestyles,lifestyle,6087
lifestyle,lifestyle,6087
lifestyle behaviors,lifestyle behavior,6088
lifestyle behavior checklist,lifestyle behavior checklist,6089
lifestyle change,lifestyle chang,6090
lifestyle changes,lifestyle change,6091
lifestyle fact scanors,lifestyle fact scanor,6092
lifestyle factors,lifestyle factor,6093
life-style factors,lifestyle factor,6093
lifestyle habits,lifestyle habit,6094
lifestyle intervention,lifestyle intervention,6095
lifestyle management,lifestyle management,6096
lifestyle modification,lifestyle modification,6097
lifestyle modifications,lifestyle modification,6097
lifestyle patterns,lifestyle pattern,6098
lifestyle risk behaviors,lifestyle risk behavior,6099
lifestyle training,lifestyle training,6100
lifestyle weight-loss interventions,lifestyle weight-loss intervention,6101
lifestyle-related disease,lifestyle-related disease,6102
lifetime medical cost,lifetime medical cost,6103
lifting,lifting,6104
ligand,ligand,6105
ligand efficiency,ligand efficiency,6106
ligand fishing,ligand fishing,6107
ligand-lipophilicity efficiency,ligand-lipophilicity efficiency,6108
ligasure,ligasure,6109
light at night,light at night,6110
light physical activity,light physical activity,6111
lignan,lignan,6112
lignans,lignan,6112
likelihood ratio,likelihood ratio,6113
liking,liking,6114
limitation,limitation,6115
limitations,limitation,6115
limited nesting,limited nesting,6116
limonoids,limonoid,6117
linagliptin,linagliptin,6118
lincrna,lincrna,6119
line-1,line 1,6120
linear anastomosis,linear anastomosis,6121
linear discriminant analysis,linear discriminant analysis,6122
linear growth,linear growth,6123
linear mixed models,linear mixed models,6124
linear programming,linear programming,6125
linear regression model,linear regression model,6126
linear stapler,linear stapler,6127
linkage,linkage,6128
linkage analysis,linkage analysis,6129
