S,D,art_year,art_id
polysomnography,snoring,1994,104561
nasal surgery,obstructive sleep apnoea,1994,104056
newborn,respiration,1994,104624
mesam,obesity,1994,104061
alte,quality assessment,1994,103763
obstructive sleep apnea,polysomnography,1994,104112
meperidine,sleep deprivation,1994,104610
eccentric contraction,muscle injury,1994,104565
acidbase balance,minute ventilation,1994,104618
prader willi syndrome,upper airway,1994,104041
compliance,nasal continuous positive airway pressure,1994,104591
apnea,midface advancement,1994,104595
ambulatory surgery,sleep apnea syndrome,1994,104577
alte,apnoea,1994,103763
sleepiness,snoring,1994,104579
hypoxemia,surgery,1994,104604
arousal effects,vagal blockade,1994,97396
active sleep,sleep deprivation,1994,104610
hyponeaapnoea index,ventilatory drive,1994,104062
closing pressure,mechanical ventilation,1994,97398
national health interview survey,sleep,1994,104579
acute mountain sickness,hypoxic ventilatory response,1994,103808
cervical stenosis,ondine curse,1994,104035
inhibitory memory,neuromechanical inhibition,1994,104102
cortisol,sleep deprivation,1994,97392
cpap,nocturnal positive pressure therapy,1994,104584
infant,respiratory arrest,1994,104092
catecholamines,hypertension,1994,104009
obesity,obstructive sleep apnea,1994,104533
rem sleep hypertension,sleep apnea,1994,104597
microdialysis,rem sleep,1994,103860
anesthetics,intravenous propofol,1994,104564
plasma renin activity,rapid eyemovement sleep,1994,97392
atrial natriuretic peptide,nonrapideyemovement sleep,1994,97392
apert syndrome,craniofacial anomalies,1994,104631
hypotonia,obesity,1994,104625
lung gas exchange,surgery,1994,104123
measurement techniques multiple inert gas elimination,surgery,1994,104123
microneurography,sympathetic nervous system,1994,97388
octreotide,sleep apnoea,1994,104034
hypoglossal nucleus,obstructive sleep apnea,1994,104598
insulin secretion rate,sleep,1994,104120
narcolepsy,sensitivity,1994,104580
autonomic nervous system,polysomnography,1994,104532
flow limitation,mechanical properties,1994,97398
arcuate nucleus,ventral medulla,1994,104107
monitoring,sleep disorders,1994,104070
family,tonsillectomy,1994,104097
sleep apnoea,sound levels,1994,104044
movement quality assessment,optimality concept,1994,104030
detection,infant,1994,104630
screening,sound levels,1994,104044
echocardiography,left ventricular hypertrophy,1994,104037
central respiratory control,respiratory chemosensors,1994,104107
sleep apnoea,upper airway,1994,104041
respiration regularity,sleep states,1994,104113
control of breathing,sleep apnea syndrome,1994,103860
hemoglobin saturation,rapideyemovement sleep,1994,97391
intervention,quiet sleep respiration,1994,104113
intravenous tubing,sleep,1994,125371
apnea duration,sleep apnea,1994,104582
intraocular pressure,nasal continuous positive airway pressure,1994,103785
breathing bear,respiration,1994,104113
automated formula dispenser,obesity,1994,104112
negative pressure ventilation,nose breathing,1994,104111
mechanical ventilation,negative pressure ventilation,1994,97398
hypoglossal motoneuron,upper airway,1994,103860
intervention,respiration regularity,1994,104113
cilazapril,nocturnal hypertension,1994,104620
antidromic activation,hypoglossal nucleus,1994,104598
obesity,postoperative respiratory compromise,1994,104625
narcolepsy,sleep apnea,1994,104580
auditory brainstem responses,hypoxia,1994,104072
hypercapnia,snoring,1994,104544
eccentric contraction,fibrosis,1994,97387
heart rate,obstructive sleep apnoea,1994,103800
insulin,snoring,1994,104073
respiration,stimulation,1994,104113
short stature,spondyloepimetaphyseal dysplasia,1994,103849
obstructive sleep apnea,polysomnography,1994,125375
outcome and process assessment,practice guidelines,1994,104070
fiber types,myosin heavy chain,1994,97387
durable medical equipment,outcome and process assessment,1994,104070
hypomyelination,ventilatory dysfunction,1994,104096
analgesia patientcontrolled,complications respiratory depression,1994,104029
calcification,iron encrustation,1994,104094
allergy,sudden infant death syndrome,1994,104532
mechanical properties,mechanical ventilation,1994,104111
alte,sweat electrolytes,1994,103797
blood drawing,sleep,1994,125371
muscle injury,myosin heavy chain,1994,97387
co laser,snoring,1994,104577
cervical kyphosis,desbuquois syndrome,1994,103849
central sleep apnea,cheynestokes,1994,104512
equipment and supplies,physiologic,1994,104070
normal respiration,volunteers,1994,103795
oxygen saturation,sound levels,1994,104044
acute mountain sickness,periodic breathing,1994,103808
compliance,positivepressurerespiration,1994,104075
daytime sleepiness,hypoxemia,1994,104544
arcuate nucleus,autonomic dysfunction,1994,104096
carbon dioxide,periodic breathing,1994,104103
closing pressure,nose breathing,1994,97398
aortopexy,trachea,1994,104092
cor pulmonale,postoperative respiratory compromise,1994,104625
polysomnography,sleep,1994,104532
apnea,interleukinl,1994,104105
flow limitation,mechanical properties,1994,104111
atrial natriuretic peptide,rapid eyemovement sleep,1994,104629
achondroplasia,sleep apnea,1994,104082
polysomnography,profilogram,1994,104555
preoperative respiration,sleep,1994,104117
sleep,sleep apnea syndromes,1994,103782
headache phakomatoses,sleepapneasyndrome,1994,104525
baroreceptor sensitivity,osas,1994,104599
mean arterial pressure,sleep deprivation,1994,104629
durable medical equipment,equipment and supplies,1994,104070
apnea,prone sleeping,1994,104096
osa,polysomnography,1994,104517
achalasia,scleroderma,1994,104589
congenital pharyngeal stenosis,craniofacial anomalies,1994,104631
charge association,craniofacial anomalies,1994,104631
electroencephalogram,marine mammals,1994,104626
cataplexy,scale,1994,104571
nighteating,nocturia,1994,104112
maxillomandibular advancement,surgical treatment,1994,104522
cataplexy,narcolepsy,1994,104571
aortopexy,cyanosis,1994,104092
pons,serotonin,1994,103860
hyperthermia,periodic breathing,1994,104610
cerebellum,ondines curse,1994,104107
breathing bear,sleep states,1994,104113
arousal,endotracheal tube,1994,104628
cortisol,mean arterial pressure,1994,97392
anesthetics,volatile isoflurane,1994,104564
polysomnography,sleep,1994,104114
central respiratory control,cerebellum,1994,104107
autonomic nervous system,sleep,1994,104532
closing pressure,dynamic closure,1994,97398
nighteating,nocturia,1994,125375
respiration,sleep,1994,104117
diagnosis,guidelines,1994,104070
plethysmography,sudden infant death syndrome,1994,104633
heart rate,polysomnography,1994,104067
prematures,sleep states,1994,104113
bradycardia,cardiovascular reflexes,1994,104009
multivariate scales,sensitivity,1994,104580
entrainment,prematures,1994,104113
nonrapideyemovement sleep,plasma renin activity,1994,104629
duchenne muscular dystrophy,sleeprelated respiratory disturbances,1994,104114
nasal surgery,snoring,1994,104056
apnoea,sleep analysis,1994,104067
hydrocephalus,intracranial pressure,1994,104525
blood pressure,sleep apnoea syndromes,1994,104037
normal respiration,sleep quality,1994,103795
cervicomedullary junction,sleep apnea,1994,104082
allergy,obstructive apneas,1994,104532
periodic breathing,sleep desaturation,1994,103808
narcolepsy,receiver operating characteristics,1994,104580
respiration,sleep states,1994,104113
arousal,endotracheal tube,1994,97391
chiari i malformation,syringomyelia,1994,104118
headache phakomatoses,polysomnography,1994,104525
durable medical equipment,physiologic,1994,104070
blood pressure,left ventricle,1994,104037
haemorrhage,obstructive sleep apnoea syndrome,1994,104523
obesity hypoventilation,reperfusion injury,1994,104031
oxygen saturation,snoring,1994,104044
breathing bear,entrainment,1994,104113
heart rate,respiration,1994,104067
guidelines,sleep apnea syndromes,1994,104070
duchenne muscular dystrophy,muscle disease,1994,104114
arousal,plasma renin activity,1994,97392
co laser,sleep apnea syndrome,1994,104577
arcuate nucleus,ventilatory dysfunction,1994,104096
costutility analysis,quality adjusted life years,1994,104551
prematures,respiration,1994,104113
ambulatory surgery,snoring,1994,104577
nonrapideyemovement sleep,soft palate,1994,97399
entrainment,respiration regularity,1994,104113
intervention,sleep states,1994,104113
carbon dioxide,congestive heart failure,1994,104103
cor pulmonale,hypotonia,1994,104625
optimality concept,sudden infant death,1994,104030
physiologic,sleep apnea syndromes,1994,104070
hour ambulatory blood pressure measurement,nocturnal hypertension,1994,97390
endotracheal tube,hemoglobin saturation,1994,97391
apnoea,osaturation,1994,104067
epilepsy,sleep apnea,1994,104527
obesity,respiratory disturbance index,1994,125364
hemoglobin saturation,hypoxia,1994,97391
hypertension,sympathetic nerve,1994,104510
obstructive sleep apnoea syndrome,postoperative,1994,104523
hemoglobin saturation,nonrapideyemovement sleep,1994,97391
achondroplasia,midface advancement,1994,104595
mesam ,pulse oximetry,1994,103800
high altitude,periodic breathing,1994,103808
continuous positive airway pressure,obstructive sleep apnoea,1994,104548
polysomnography,resting metabolic rate,1994,125375
quality assessment,sudden infant death,1994,103763
arousal,pulse transit time,1994,104515
sleep,video observation,1994,103763
alte,general movements,1994,103763
apnea,cyanosis,1994,104092
quadriplegia,sleep apnea,1994,104082
diaphragm,electromyogram,1994,97399
cortisol,heart rate,1994,104629
monitoring,polysomnography,1994,104070
apnea,autoresuscitation,1994,104105
morphometry,recurrent nerve palsy,1994,104124
obstructive sleep apnoea,pulse oximetry,1994,103800
cardiovascular risk,hypertension,1994,104535
perception,snoring,1994,104602
consultants,physicians,1994,104097
questionnaire,receiver operating characteristics,1994,104580
aortopexy,apnea,1994,104092
circadian variation,sleep apnea,1994,104068
apnea,marine mammals,1994,104626
diaphragm,upper airway,1994,97399
apnoea,polysomnography,1994,104517
outcome and process assessment,sleep apnea syndromes,1994,104070
headache phakomatoses,intracranial pressure,1994,104525
endotracheal tube,rapideyemovement sleep,1994,104628
oxygen saturation,sleep apnoea,1994,103764
snoring,treatment,1994,103810
heart rate,hypoxia,1994,104629
cortisol,mean arterial pressure,1994,104629
cortisol,hypoxia,1994,97392
arousal effects,brief versus prolonged hypocapnia,1994,97396
scoliosis,syringomyelia,1994,104118
breathing bear,intervention,1994,104113
sleep,smoking,1994,104585
hyponeaapnoea index,nasal cpap,1994,104062
obstructive apneas,polysomnography,1994,104532
oxygen saturation,screening,1994,104044
sleep apnea hypopnea,supralaryngeal resistance,1994,97379
morphometry,sural nerve,1994,104124
acceptance,compliance,1994,104591
dsmiv,icd,1994,103798
left ventricle,left ventricular hypertrophy,1994,104037
ambulatory surgery,co laser,1994,104577
nonrapideyemovement sleep,rapid eyemovement sleep,1994,104629
mller maneuver,obstructive sleep apnea,1994,104546
monitoring,sleep apnea syndromes,1994,104070
bradycardia,hypertension,1994,104009
blood brain barrier,cerebrospinal fluid,1994,104105
one and  hour ph tests,tuttle test,1994,104609
cyanosis,innominate artery compression,1994,104092
electromyography,polysomnogram,1994,97395
atrial natriuretic peptide,hypoxia,1994,97392
fiber types,muscle injury,1994,104565
apnea,obstructive apnea,1994,104630
blood gases,polysomnography,1994,104098
rem sleep,sleep apnea syndrome,1994,104563
oxygen saturation,sleep apnea,1994,104582
equipment and supplies,guidelines,1994,104070
achalasia,h esophageal ph monitoring,1994,104589
glucose metabolism,obesity,1994,104535
mean arterial pressure,plasma renin activity,1994,97392
hypoxemia,surgical stress,1994,104604
hypoxia,sleep apnoea,1994,104048
electromyogram,nonrapideyemovement sleep,1994,104121
heart rate,mean arterial pressure,1994,104629
chiari malformation,syringobulbiamyelia,1994,104071
cervicomedullary junction,posterior fossa decompression,1994,104082
apnea,detection,1994,104630
antidromic activation,obstructive sleep apnea,1994,104598
death,sudden infant death syndrome,1994,104532
floppy eyelid syndrome,reperfusion injury,1994,104031
autoresuscitation,cerebrospinal fluid,1994,104105
ambulatory blood pressure,circadian variation,1994,104068
hyponeaapnoea index,occlusion pressure,1994,104062
insulin,osa,1994,104073
apnea,lefort iii,1994,104595
hypoxia,plasma renin activity,1994,104629
autonomic nervous system,sudden infant death syndrome,1994,104532
arousal,sleep deprivation,1994,104629
sleep,snoring,1994,104579
closing pressure,mechanical ventilation,1994,104111
hypoxia,snoring,1994,104072
polysomnography,sleep,1994,104070
primary alveolar hypoventilation,recurrent nerve palsy,1994,104124
achondroplasia,quadriplegia,1994,104082
prematures,stimulation,1994,104113
cor pulmonale,craniofacial anomalies,1994,104625
hypoglossal motoneuron,rem sleep,1994,103860
breathing bear,prematures,1994,104113
breathing arrests,hypoxemia,1994,104544
high altitude,sleep desaturation,1994,103808
antihypertensive treatment,hour ambulatory blood pressure measurement,1994,104620
nasal cpap,obstructive sleep apnoea,1994,104074
apnea termination,oxygen saturation,1994,104582
meperidine,rem sleep,1994,104610
osaturation,respiration,1994,104067
nighteating,obstructive sleep apnea,1994,125375
alveolar hypoventilation,respiratory failure,1994,104083
alveolar hypoventilation,snoring,1994,104561
intravenous tubing,methods development,1994,125371
guidelines,sleep,1994,104070
physiologic,polysomnography,1994,104070
postoperative breathing difficulties,uvulopalatopharyngoplasty,1994,104523
atrial natriuretic peptide,rapid eyemovement sleep,1994,97392
excessive daytime sleepiness,traffic accidents,1994,104560
lipid,snoring,1994,104073
mechanical properties,nose breathing,1994,97398
monitoring,physiologic,1994,104070
mean arterial pressure,plasma renin activity,1994,104629
heart rate,sleep deprivation,1994,97392
nonrapideyemovement sleep,sleep deprivation,1994,104629
hypersomnia,sleep apnea,1994,104538
sleep apnea,treatment,1994,103810
heart rate,pulse oximetry,1994,103800
airway occlusion,control of breathing,1994,97386
arousal,nonrapideyemovement sleep,1994,104629
fibrosis,myosin heavy chain,1994,97387
durable medical equipment,sleep apnea syndromes,1994,104070
